branch,seatpool,oprank,closerank,category
"Chemical Engineering (4 Years, Bachelor of Technology)",Gender-Neutral,185985,377634,OBC-NCL
"Chemical Engineering (4 Years, Bachelor of Technology)",Female-Only,295811,295811,OBC-NCL
"Chemical Engineering (4 Years, Bachelor of Technology)",Gender-Neutral,14409,14617,GEN-EWS
"Chemical Engineering (4 Years, Bachelor of Technology)",Female-Only,25590,25590,GEN-EWS
"Chemical Engineering (4 Years, Bachelor of Technology)",Gender-Neutral,80145,95364,OPEN
"Chemical Engineering (4 Years, Bachelor of Technology)",Female-Only,91605,117345,OPEN
"Chemical Engineering (4 Years, Bachelor of Technology)",Gender-Neutral,2703,2703,OPEN (PwD)
"Chemical Engineering (4 Years, Bachelor of Technology)",Gender-Neutral,11646,26936,SC
"Chemical Engineering (4 Years, Bachelor of Technology)",Female-Only,32897,32897,SC
"Chemical Engineering (4 Years, Bachelor of Technology)",Gender-Neutral,3560,3789,ST
"Chemical Engineering (4 Years, Bachelor of Technology)",Female-Only,8819,8819,ST
"Chemical Engineering (4 Years, Bachelor of Technology)",Gender-Neutral,11140,11967,OBC-NCL
"Chemical Engineering (4 Years, Bachelor of Technology)",Female-Only,14966,16686,OBC-NCL
"Chemical Engineering (4 Years, Bachelor of Technology)",Gender-Neutral,4716,4776,GEN-EWS
"Chemical Engineering (4 Years, Bachelor of Technology)",Female-Only,6036,6036,GEN-EWS
"Chemical Engineering (4 Years, Bachelor of Technology)",Gender-Neutral,31091,36382,OPEN
"Chemical Engineering (4 Years, Bachelor of Technology)",Female-Only,42331,44829,OPEN
"Chemical Engineering (4 Years, Bachelor of Technology)",Gender-Neutral,2759,2759,OPEN (PwD)
"Chemical Engineering (4 Years, Bachelor of Technology)",Gender-Neutral,5094,6720,SC
"Chemical Engineering (4 Years, Bachelor of Technology)",Female-Only,8012,8539,SC
"Chemical Engineering (4 Years, Bachelor of Technology)",Gender-Neutral,2396,2704,ST
"Chemical Engineering (4 Years, Bachelor of Technology)",Female-Only,4869,4869,ST
"Civil Engineering (4 Years, Bachelor of Technology)",Gender-Neutral,23169,100680,OBC-NCL
"Civil Engineering (4 Years, Bachelor of Technology)",Female-Only,126035,285946,OBC-NCL
"Civil Engineering (4 Years, Bachelor of Technology)",Gender-Neutral,11349,12393,GEN-EWS
"Civil Engineering (4 Years, Bachelor of Technology)",Female-Only,16297,24493,GEN-EWS
"Civil Engineering (4 Years, Bachelor of Technology)",Gender-Neutral,17373,69136,OPEN
"Civil Engineering (4 Years, Bachelor of Technology)",Female-Only,36477,92390,OPEN
"Civil Engineering (4 Years, Bachelor of Technology)",Gender-Neutral,1052,1763,OPEN (PwD)
"Civil Engineering (4 Years, Bachelor of Technology)",Gender-Neutral,7495,14983,SC
"Civil Engineering (4 Years, Bachelor of Technology)",Female-Only,14880,21383,SC
