branch,seatpool,oprank,closerank,category
"Computer Science and Engineering (4 Years, Bachelor of Technology)",Gender-Neutral,60,60,GEN-EWS(PwD)
"Computer Science and Engineering (4 Years, Bachelor of Technology)",Gender-Neutral,2686,5340,OPEN
"Computer Science and Engineering (4 Years, Bachelor of Technology)",Female-Only,1680,8390,OPEN
"Computer Science and Engineering (4 Years, Bachelor of Technology)",Gender-Neutral,100,100,OPEN (PwD)
"Computer Science and Engineering (4 Years, Bachelor of Technology)",Female-Only,497,497,OPEN (PwD)
"Computer Science and Engineering (4 Years, Bachelor of Technology)",Gender-Neutral,195,686,SC
"Computer Science and Engineering (4 Years, Bachelor of Technology)",Female-Only,901,901,SC
"Computer Science and Engineering (4 Years, Bachelor of Technology)",Gender-Neutral,807,868,ST
"Computer Science and Engineering (4 Years, Bachelor of Technology)",Female-Only,1724,1724,ST
"Computer Science and Engineering (4 Years, Bachelor of Technology)",Gender-Neutral,900,1588,OBC-NCL
"Computer Science and Engineering (4 Years, Bachelor of Technology)",Female-Only,3085,3421,OBC-NCL
"Computer Science and Engineering (4 Years, Bachelor of Technology)",Gender-Neutral,71,71,OBC-NCL(PwD)
"Computer Science and Engineering (4 Years, Bachelor of Technology)",Gender-Neutral,551,644,GEN-EWS
"Computer Science and Engineering (4 Years, Bachelor of Technology)",Female-Only,1059,1059,GEN-EWS
"Computer Science and Engineering (4 Years, Bachelor of Technology)",Gender-Neutral,3307,4856,OPEN
"Computer Science and Engineering (4 Years, Bachelor of Technology)",Female-Only,6527,7124,OPEN
"Computer Science and Engineering (4 Years, Bachelor of Technology)",Female-Only,176,176,OPEN (PwD)
"Computer Science and Engineering (4 Years, Bachelor of Technology)",Gender-Neutral,326,815,SC
"Computer Science and Engineering (4 Years, Bachelor of Technology)",Female-Only,1786,1786,SC
"Computer Science and Engineering (4 Years, Bachelor of Technology)",Gender-Neutral,46,46,SC (PwD)
"Computer Science and Engineering (4 Years, Bachelor of Technology)",Gender-Neutral,275,305,ST
"Computer Science and Engineering (4 Years, Bachelor of Technology)",Female-Only,733,733,ST
"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Gender-Neutral,2438,3724,OBC-NCL
"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Female-Only,6597,7333,OBC-NCL
"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Gender-Neutral,396,396,OBC-NCL(PwD)
"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Gender-Neutral,973,1293,GEN-EWS
"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Female-Only,3829,3829,GEN-EWS
"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Gender-Neutral,78,78,GEN-EWS(PwD)
"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Gender-Neutral,5698,8215,OPEN
"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Female-Only,10389,14736,OPEN
"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Female-Only,666,666,OPEN (PwD)
"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Gender-Neutral,1219,1867,SC
"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Female-Only,2638,2927,SC
"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Gender-Neutral,1365,1494,ST
"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Female-Only,2794,2794,ST
"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Gender-Neutral,1744,2642,OBC-NCL
"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Female-Only,3822,4597,OBC-NCL
"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Gender-Neutral,838,880,GEN-EWS
"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Female-Only,1410,1410,GEN-EWS
"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Gender-Neutral,5221,7628,OPEN
"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Female-Only,8263,10449,OPEN
"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Gender-Neutral,181,181,OPEN (PwD)
"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Gender-Neutral,1390,1738,SC
"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Female-Only,1980,2737,SC
"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Gender-Neutral,159,159,SC (PwD)
"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Gender-Neutral,617,630,ST
"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Female-Only,758,758,ST
"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Gender-Neutral,69,69,ST (PwD)
"Mechanical Engineering (4 Years, Bachelor of Technology)",Gender-Neutral,3031,4743,OBC-NCL
"Mechanical Engineering (4 Years, Bachelor of Technology)",Female-Only,8547,8774,OBC-NCL
"Mechanical Engineering (4 Years, Bachelor of Technology)",Gender-Neutral,439,439,OBC-NCL(PwD)
"Mechanical Engineering (4 Years, Bachelor of Technology)",Gender-Neutral,1428,2034,GEN-EWS
"Mechanical Engineering (4 Years, Bachelor of Technology)",Female-Only,3942,3942,GEN-EWS
"Mechanical Engineering (4 Years, Bachelor of Technology)",Gender-Neutral,7539,12157,OPEN
"Mechanical Engineering (4 Years, Bachelor of Technology)",Female-Only,13194,18552,OPEN
"Mechanical Engineering (4 Years, Bachelor of Technology)",Female-Only,2078,2078,OPEN (PwD)
"Mechanical Engineering (4 Years, Bachelor of Technology)",Gender-Neutral,1747,2533,SC
"Mechanical Engineering (4 Years, Bachelor of Technology)",Female-Only,3080,3080,SC
"Mechanical Engineering (4 Years, Bachelor of Technology)",Gender-Neutral,1083,1409,ST
"Mechanical Engineering (4 Years, Bachelor of Technology)",Female-Only,2267,2267,ST
"Mechanical Engineering (4 Years, Bachelor of Technology)",Gender-Neutral,3322,4234,OBC-NCL
"Mechanical Engineering (4 Years, Bachelor of Technology)",Female-Only,7539,8508,OBC-NCL
"Mechanical Engineering (4 Years, Bachelor of Technology)",Gender-Neutral,346,346,OBC-NCL(PwD)
"Mechanical Engineering (4 Years, Bachelor of Technology)",Gender-Neutral,1539,1660,GEN-EWS
"Mechanical Engineering (4 Years, Bachelor of Technology)",Female-Only,3395,3395,GEN-EWS
"Mechanical Engineering (4 Years, Bachelor of Technology)",Gender-Neutral,103,103,GEN-EWS(PwD)
"Mechanical Engineering (4 Years, Bachelor of Technology)",Gender-Neutral,8711,12561,OPEN
"Mechanical Engineering (4 Years, Bachelor of Technology)",Female-Only,18474,23035,OPEN
"Mechanical Engineering (4 Years, Bachelor of Technology)",Gender-Neutral,682,682,OPEN (PwD)
"Mechanical Engineering (4 Years, Bachelor of Technology)",Female-Only,810,810,OPEN (PwD)
"Mechanical Engineering (4 Years, Bachelor of Technology)",Gender-Neutral,1852,2277,SC
"Mechanical Engineering (4 Years, Bachelor of Technology)",Female-Only,4736,4736,SC
"Mechanical Engineering (4 Years, Bachelor of Technology)",Gender-Neutral,933,1025,ST
"Mechanical Engineering (4 Years, Bachelor of Technology)",Female-Only,1461,1461,ST
"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",Gender-Neutral,6989,10261,OBC-NCL
"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",Female-Only,11195,15677,OBC-NCL
"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",Gender-Neutral,3562,4094,GEN-EWS
"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",Female-Only,5955,5955,GEN-EWS
"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",Gender-Neutral,17926,24197,OPEN
"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",Female-Only,20947,31928,OPEN
"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",Gender-Neutral,1576,1576,OPEN (PwD)
"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",Gender-Neutral,4919,5978,SC
"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",Female-Only,5329,5609,SC
"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",Gender-Neutral,2301,3441,ST
"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",Female-Only,3963,3963,ST
"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",Gender-Neutral,7901,9124,OBC-NCL
"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",Female-Only,12504,13586,OBC-NCL
"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",Gender-Neutral,1348,1348,OBC-NCL(PwD)
"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",Gender-Neutral,3497,3766,GEN-EWS
"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",Female-Only,4511,4511,GEN-EWS
"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",Gender-Neutral,22119,27818,OPEN
"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",Female-Only,30262,32373,OPEN
"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",Gender-Neutral,1660,1660,OPEN (PwD)
"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",Gender-Neutral,4869,5407,SC
"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",Female-Only,5117,5117,SC
"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",Gender-Neutral,2110,2250,ST
"Mining Engineering (4 Years, Bachelor of Technology)",Gender-Neutral,8288,11232,OBC-NCL
"Mining Engineering (4 Years, Bachelor of Technology)",Female-Only,17118,17326,OBC-NCL
"Mining Engineering (4 Years, Bachelor of Technology)",Gender-Neutral,3971,4584,GEN-EWS
"Mining Engineering (4 Years, Bachelor of Technology)",Gender-Neutral,24222,29572,OPEN
"Mining Engineering (4 Years, Bachelor of Technology)",Female-Only,37067,39484,OPEN
"Mining Engineering (4 Years, Bachelor of Technology)",Gender-Neutral,3467,5307,SC
"Mining Engineering (4 Years, Bachelor of Technology)",Female-Only,7518,7518,SC
"Mining Engineering (4 Years, Bachelor of Technology)",Gender-Neutral,3483,3788,ST
"Mining Engineering (4 Years, Bachelor of Technology)",Gender-Neutral,8597,9235,OBC-NCL
"Mining Engineering (4 Years, Bachelor of Technology)",Female-Only,13951,13951,OBC-NCL
"Mining Engineering (4 Years, Bachelor of Technology)",Gender-Neutral,3794,3893,GEN-EWS
"Mining Engineering (4 Years, Bachelor of Technology)",Gender-Neutral,25850,29836,OPEN
"Mining Engineering (4 Years, Bachelor of Technology)",Female-Only,36995,38633,OPEN
"Mining Engineering (4 Years, Bachelor of Technology)",Gender-Neutral,5159,5361,SC
"Mining Engineering (4 Years, Bachelor of Technology)",Female-Only,7085,7085,SC
"Mining Engineering (4 Years, Bachelor of Technology)",Gender-Neutral,1658,1892,ST
"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",Gender-Neutral,2822,4528,OBC-NCL
"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",Female-Only,9332,10771,OBC-NCL
"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",Gender-Neutral,861,861,OBC-NCL(PwD)
"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",Gender-Neutral,1331,1965,GEN-EWS
"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",Female-Only,4275,4275,GEN-EWS
"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",Gender-Neutral,8697,11121,OPEN
"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",Female-Only,13468,17764,OPEN
"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",Gender-Neutral,1203,1203,OPEN (PwD)
"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",Female-Only,1153,1153,OPEN (PwD)
"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",Gender-Neutral,1518,2494,SC
"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",Female-Only,2978,3215,SC
"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",Gender-Neutral,1055,1965,ST
"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",Female-Only,3801,3801,ST
"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",Gender-Neutral,2806,3636,OBC-NCL
"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",Female-Only,4851,5277,OBC-NCL
"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",Gender-Neutral,593,593,OBC-NCL(PwD)
"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",Gender-Neutral,1319,1424,GEN-EWS
"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",Female-Only,1681,1681,GEN-EWS
"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",Gender-Neutral,48,48,GEN-EWS(PwD)
"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",Gender-Neutral,8163,11030,OPEN
"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",Female-Only,10824,11835,OPEN
"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",Gender-Neutral,453,453,OPEN (PwD)
"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",Gender-Neutral,1465,2264,SC
"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",Female-Only,2932,3997,SC
"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",Gender-Neutral,461,994,ST
"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",Female-Only,983,983,ST
"Architecture (5 Years, Bachelor of Architecture)",Gender-Neutral,951,1287,OBC-NCL
"Architecture (5 Years, Bachelor of Architecture)",Female-Only,685,864,OBC-NCL
"Architecture (5 Years, Bachelor of Architecture)",Gender-Neutral,354,515,GEN-EWS
"Architecture (5 Years, Bachelor of Architecture)",Female-Only,385,385,GEN-EWS
"Architecture (5 Years, Bachelor of Architecture)",Gender-Neutral,897,2331,OPEN
"Architecture (5 Years, Bachelor of Architecture)",Female-Only,1250,1428,OPEN
"Architecture (5 Years, Bachelor of Architecture)",Gender-Neutral,292,472,SC
"Architecture (5 Years, Bachelor of Architecture)",Female-Only,104,396,SC
"Architecture (5 Years, Bachelor of Architecture)",Gender-Neutral,148,456,ST
"Architecture (5 Years, Bachelor of Architecture)",Gender-Neutral,757,1115,OBC-NCL
"Architecture (5 Years, Bachelor of Architecture)",Female-Only,973,1106,OBC-NCL
"Architecture (5 Years, Bachelor of Architecture)",Gender-Neutral,361,460,GEN-EWS
"Architecture (5 Years, Bachelor of Architecture)",Female-Only,456,456,GEN-EWS
"Architecture (5 Years, Bachelor of Architecture)",Gender-Neutral,1730,2414,OPEN
"Architecture (5 Years, Bachelor of Architecture)",Female-Only,1194,2142,OPEN
"Architecture (5 Years, Bachelor of Architecture)",Female-Only,358,358,OPEN (PwD)
"Architecture (5 Years, Bachelor of Architecture)",Gender-Neutral,291,520,SC
"Architecture (5 Years, Bachelor of Architecture)",Female-Only,532,532,SC
"Architecture (5 Years, Bachelor of Architecture)",Gender-Neutral,100,177,ST
